treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12383.68
0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10740.08
0,45.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11796.47
0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,9227.052
0,24.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10569.27
0,34.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,6040.335
0,24.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3880.833
0,36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,21.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,5775.062
0,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,27.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,19.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,34.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2113.722
0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7618.639
0,22.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,9920.945
0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4196.375
0,39.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,19.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,16658.25
0,44.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,9722.003
0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3783.66
0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3515.929
0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,17014.59
0,34.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,21.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5970.257
0,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1859.167
0,26.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,6191.943
0,31.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,7284.394
0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,445.8309
0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7367.04
0,35.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2015.503
0,25.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,15791.13
0,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1135.47
0,20.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,6378.72
0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7176.187
0,38.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,34.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7952.54
0,19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,32.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7152.132
0,20.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,8329.823
0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,12429.91
0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,5088.76
0,20.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,4374.04
0,21.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1553.291
0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,22.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1698.304
0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11294.63
0,29.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,14626.39
0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,12898.38
0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,5767.133
0,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,6527.919
0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3931.238
0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,20942.24
0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,26.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,14690.35
0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3418.097
0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11197.34
0,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1455.69
0,29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1890.937
0,25.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,4485.616
0,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,13613.35
0,22.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1390.509
0,55.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5843.796
0,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,8598.522
0,34.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2920.199
0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,32.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,6735.32
0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,50.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,44.75546
0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,3701.812
0,42.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,6930.336
0,39.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,3795.799
0,34.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,5193.247
0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,2193.528
0,32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11120.53
0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7609.518
0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2169.027
0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1264.232
0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,32.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5712.643
0,31.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,33.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1184.882
0,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,10225.88
0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,25.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,4715.371
0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,289.7899
0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,28.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,8190.421
0,26.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,4813.05
0,30.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,7344.678
0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,25.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,28.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4350.907
0,54.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7812.522
0,33.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3644.655
0,45.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4844.803
0,39.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14792.9
0,33.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0,23.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3746.701
0,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1568.15
0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7010.444
0,19.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,3811.683
0,18.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,10798.56
0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4657.273
0,17.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,8551.533
0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4309.878
0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,5286.396
0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,12486.17
0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10877.35
0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,202.2847
0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2657.705
0,18.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,4132.577
0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11303.14
0,19.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2189.426
0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,17.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10210.99
0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,11048.08
0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,8993.865
0,19.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,5071.801
0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,3194.01
0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5193.089
0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,275.5661
0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3590.702
0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,19.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,12797.67
0,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2035.914
0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2389.679
